Date,Open,High,Low,Close,Volume
2025-01-21,36.13999938964844,37.79999923706055,34.599998474121094,37.599998474121094,6532200
2025-01-22,38.400001525878906,40.959999084472656,37.900001525878906,39.52000045776367,10290100
2025-01-23,38.369998931884766,40.040000915527344,37.619998931884766,38.63999938964844,7608900
2025-01-24,39.369998931884766,43.65999984741211,39.25,41.689998626708984,14055900
2025-01-27,33.5,33.59000015258789,24.40999984741211,26.079999923706055,44540500
2025-01-28,28.200000762939453,30.239999771118164,26.700000762939453,30.09000015258789,22143800
2025-01-29,29.549999237060547,31.34000015258789,28.959999084472656,29.729999542236328,12971500
2025-01-30,31.200000762939453,33.400001525878906,30.65999984741211,31.799999237060547,11796600
2025-01-31,32.40999984741211,34.59000015258789,31.920000076293945,32.65999984741211,11648100
2025-02-03,29.972000122070312,34.130001068115234,29.600000381469727,33.310001373291016,11380000
2025-02-04,34.099998474121094,34.970001220703125,33.0099983215332,34.5,7675000
2025-02-05,34.79999923706055,35.5099983215332,33.56999969482422,33.93000030517578,6639300
2025-02-06,34.0,34.86000061035156,32.630001068115234,34.54999923706055,8747400
2025-02-07,35.34000015258789,39.5,34.90999984741211,38.130001068115234,17526600
2025-02-10,38.814998626708984,41.29999923706055,38.70000076293945,40.970001220703125,12583300
2025-02-11,40.11000061035156,42.439998626708984,39.959999084472656,41.41999816894531,9458500
2025-02-12,39.65999984741211,40.630001068115234,38.91999816894531,39.29999923706055,9121600
2025-02-13,40.189998626708984,41.83000183105469,38.68000030517578,41.70000076293945,8181300
2025-02-14,45.0,47.68000030517578,41.652000427246094,44.4900016784668,35111400
2025-02-18,47.27000045776367,50.869998931884766,46.7400016784668,48.06999969482422,28138400
2025-02-19,47.20000076293945,47.93000030517578,44.5,44.83000183105469,18331300
2025-02-20,40.040000915527344,48.630001068115234,38.5,46.25,36538300
2025-02-21,45.47999954223633,45.79999923706055,39.5,39.834999084472656,22147000
2025-02-24,37.900001525878906,38.18000030517578,34.03099822998047,36.220001220703125,21806800
2025-02-25,35.20000076293945,36.47800064086914,32.72999954223633,34.209999084472656,14779000
2025-02-26,35.97999954223633,37.91999816894531,35.130001068115234,35.97999954223633,12278900
2025-02-27,37.69499969482422,38.04999923706055,31.709999084472656,32.04999923706055,16716300
2025-02-28,30.8700008392334,33.56999969482422,30.25,32.4900016784668,11659600
2025-03-03,32.80500030517578,33.18000030517578,27.584999084472656,28.100000381469727,18060700
2025-03-04,27.5049991607666,30.920000076293945,26.209999084472656,29.610000610351562,18510300
2025-03-05,30.959999084472656,31.18000030517578,29.31999969482422,30.170000076293945,12909200
2025-03-06,27.770000457763672,28.469999313354492,26.25,26.799999237060547,17638100
2025-03-07,26.93000030517578,28.350000381469727,26.200000762939453,27.989999771118164,11067900
2025-03-10,27.350000381469727,27.579999923706055,24.860000610351562,26.209999084472656,15940200
2025-03-11,26.5049991607666,26.729999542236328,24.360000610351562,25.450000762939453,12588700
2025-03-12,26.559999465942383,28.5,25.700000762939453,28.399999618530273,19285900
2025-03-13,27.979999542236328,28.5,26.030000686645508,26.170000076293945,9164500
2025-03-14,26.90999984741211,28.809999465942383,26.850000381469727,28.75,10634600
2025-03-17,28.989999771118164,29.1299991607666,27.100000381469727,28.290000915527344,8252800
2025-03-18,27.770000457763672,28.010000228881836,25.6200008392334,25.670000076293945,9837800
2025-03-19,26.100000381469727,28.200000762939453,25.969999313354492,27.579999923706055,10194400
2025-03-20,27.0,28.3799991607666,25.950000762939453,26.174999237060547,9921200
2025-03-21,25.809999465942383,27.0,25.540000915527344,26.979999542236328,6922700
2025-03-24,27.770000457763672,29.540000915527344,27.649999618530273,29.190000534057617,10013800
2025-03-25,29.0,29.350000381469727,26.90999984741211,27.170000076293945,10464600
2025-03-26,26.6299991607666,26.700000762939453,23.84000015258789,24.709999084472656,19905300
2025-03-27,23.399999618530273,25.700000762939453,23.049999237060547,25.40999984741211,15935200
2025-03-28,24.760000228881836,25.0,21.7549991607666,22.309999465942383,24931500
2025-03-31,21.114999771118164,21.799999237060547,20.719999313354492,21.110000610351562,13795000
2025-04-01,21.65999984741211,22.75,20.6200008392334,22.690000534057617,15299500
2025-04-02,22.1299991607666,24.719999313354492,22.090999603271484,24.450000762939453,18863700
2025-04-03,21.600000381469727,23.100000381469727,21.530000686645508,21.770000457763672,11659300
2025-04-04,20.780000686645508,21.099000930786133,18.979999542236328,20.290000915527344,14053000
2025-04-07,18.739999771118164,21.899999618530273,18.309999465942383,21.049999237060547,12653700
2025-04-08,22.520000457763672,22.75,19.65999984741211,20.059999465942383,11102200
2025-04-09,20.520000457763672,23.996999740600586,18.891000747680664,23.459999084472656,17685400
2025-04-10,22.764999389648438,22.81999969482422,20.40999984741211,21.040000915527344,8709500
2025-04-11,21.0,21.665000915527344,20.260000228881836,21.510000228881836,5470200
2025-04-14,22.31999969482422,22.777999877929688,20.510000228881836,20.729999542236328,6091000
2025-04-15,21.309999465942383,21.579999923706055,20.80299949645996,21.329999923706055,4681500
2025-04-16,20.6299991607666,21.30500030517578,20.510000228881836,21.079999923706055,4473300
2025-04-17,21.31999969482422,21.850000381469727,21.02199935913086,21.530000686645508,3973000
2025-04-21,21.239999771118164,21.350000381469727,20.25,20.719999313354492,4267900
2025-04-22,21.149999618530273,22.03499984741211,21.020000457763672,21.860000610351562,4708700
2025-04-23,23.25,23.785999298095703,22.549999237060547,22.959999084472656,7949000
2025-04-24,23.084999084472656,24.618999481201172,22.93199920654297,24.459999084472656,5588700
2025-04-25,24.56999969482422,25.079999923706055,23.860000610351562,24.479999542236328,5825700
2025-04-28,24.204999923706055,24.599000930786133,23.309999465942383,24.110000610351562,3609700
2025-04-29,24.110000610351562,24.415000915527344,23.700000762939453,23.860000610351562,3404800
2025-04-30,22.5,22.799999237060547,21.450000762939453,22.729999542236328,6099400
2025-05-01,25.024999618530273,25.709999084472656,23.920000076293945,23.924999237060547,7475300
2025-05-02,24.649999618530273,25.615999221801758,24.389999389648438,25.399999618530273,6124600
2025-05-05,24.600000381469727,24.65999984741211,23.729999542236328,23.799999237060547,4599900
2025-05-06,23.299999237060547,25.06999969482422,23.25,25.040000915527344,6024100
2025-05-07,27.549999237060547,27.8700008392334,26.260000228881836,27.450000762939453,17862900
2025-05-08,27.84000015258789,28.59000015258789,27.299999237060547,28.219999313354492,6853800
2025-05-09,28.350000381469727,29.079999923706055,27.200000762939453,28.270000457763672,8477300
2025-05-12,32.31999969482422,33.72999954223633,31.1299991607666,33.34000015258789,16292600
2025-05-13,33.34000015258789,35.97999954223633,32.880001068115234,35.27000045776367,13897500
2025-05-14,35.67499923706055,36.650001525878906,34.45000076293945,36.119998931884766,12529700
2025-05-15,35.06999969482422,36.790000915527344,34.880001068115234,35.790000915527344,11205600
2025-05-16,36.345001220703125,38.13999938964844,36.19200134277344,37.31999969482422,16647200
2025-05-19,35.79999923706055,37.93000030517578,35.68000030517578,37.560001373291016,11035800
2025-05-20,38.119998931884766,41.45000076293945,36.41999816894531,39.13999938964844,31145800
2025-05-21,38.70000076293945,41.400001525878906,38.25,38.91999816894531,17302400
2025-05-22,39.040000915527344,39.54999923706055,37.0,37.79999923706055,10928700
2025-05-23,36.20000076293945,39.20000076293945,35.79999923706055,38.59000015258789,10378900
2025-05-27,39.56999969482422,40.09000015258789,38.029998779296875,39.81999969482422,9224300
2025-05-28,40.150001525878906,40.900001525878906,38.70000076293945,39.599998474121094,7801800
2025-05-29,41.25,41.79999923706055,37.599998474121094,38.040000915527344,11234100
2025-05-30,37.470001220703125,38.18000030517578,36.0099983215332,36.75,8109500
2025-06-02,34.82500076293945,36.040000915527344,34.720001220703125,36.02000045776367,17309200
2025-06-03,36.65999984741211,37.97999954223633,35.720001220703125,37.27000045776367,12101600
2025-06-04,37.935001373291016,40.400001525878906,37.119998931884766,39.38999938964844,14745600
2025-06-05,41.41999816894531,49.72999954223633,41.400001525878906,46.29999923706055,58899400
2025-06-06,46.29499816894531,48.56999969482422,45.40999984741211,48.279998779296875,19955700
2025-06-09,50.26499938964844,55.040000915527344,49.540000915527344,52.58000183105469,33822200
2025-06-10,51.0,52.59000015258789,49.150001525878906,52.5099983215332,21894600
2025-06-11,52.52000045776367,53.2599983215332,49.83000183105469,50.56999969482422,14439400
2025-06-12,50.26499938964844,51.970001220703125,48.81999969482422,50.279998779296875,12573600
2025-06-13,48.63999938964844,49.72999954223633,46.880001068115234,47.130001068115234,14336500
2025-06-16,48.0,51.81999969482422,47.88999938964844,50.459999084472656,14505300
2025-06-17,49.849998474121094,50.060001373291016,47.65999984741211,48.33000183105469,11504800
2025-06-18,48.625,50.349998474121094,47.689998626708984,48.31999969482422,10999800
2025-06-20,48.65999984741211,49.7400016784668,46.880001068115234,47.970001220703125,12670700
2025-06-23,47.0,48.29999923706055,45.02000045776367,47.47999954223633,12396000
2025-06-24,49.0,53.0,48.97999954223633,51.02000045776367,18080900
2025-06-25,53.275001525878906,54.59000015258789,48.04999923706055,48.52000045776367,14092800
2025-06-26,49.56999969482422,53.15999984741211,48.540000915527344,52.599998474121094,11533100
2025-06-27,53.0099983215332,53.41999816894531,50.599998474121094,51.84000015258789,8978100
2025-06-30,53.34000015258789,55.75,52.150001525878906,55.33000183105469,13852500
2025-07-01,54.599998474121094,55.380001068115234,49.76599884033203,50.310001373291016,14286400
2025-07-02,50.255001068115234,51.20000076293945,48.88199996948242,49.970001220703125,8151100
2025-07-03,50.9900016784668,50.9900016784668,49.79999923706055,50.25,5143300
2025-07-07,49.32500076293945,49.334999084472656,47.220001220703125,47.84000015258789,9432600
2025-07-08,48.099998474121094,48.54999923706055,46.650001525878906,47.099998474121094,8447800
2025-07-09,47.400001525878906,48.79999923706055,45.810001373291016,46.04999923706055,10148700
2025-07-10,46.5,47.23500061035156,45.25,46.43000030517578,8476000
2025-07-11,46.51499938964844,47.60499954223633,43.88999938964844,44.29999923706055,9198200
2025-07-14,48.93000030517578,52.209999084472656,48.79999923706055,51.95000076293945,24405100
2025-07-15,52.32500076293945,55.43000030517578,51.02000045776367,53.529998779296875,18454800
2025-07-16,53.58000183105469,53.650001525878906,50.119998931884766,53.310001373291016,11086400
