Date,Open,High,Low,Close,Volume
2025-01-21,6.059999942779541,6.25,6.010000228881836,6.090000152587891,408600
2025-01-22,6.119999885559082,6.130000114440918,5.789999961853027,5.920000076293945,348900
2025-01-23,5.849999904632568,6.03000020980835,5.78000020980835,5.980000019073486,325600
2025-01-24,5.940000057220459,6.090000152587891,5.869999885559082,5.949999809265137,210200
2025-01-27,5.869999885559082,5.960000038146973,5.599999904632568,5.809999942779541,344400
2025-01-28,5.800000190734863,5.869999885559082,5.650000095367432,5.849999904632568,212700
2025-01-29,5.889999866485596,6.079999923706055,5.809999942779541,5.900000095367432,233800
2025-01-30,5.949999809265137,6.050000190734863,5.71999979019165,5.880000114440918,250600
2025-01-31,5.880000114440918,5.960000038146973,5.619999885559082,5.630000114440918,330800
2025-02-03,5.5,5.670000076293945,5.449999809265137,5.489999771118164,342100
2025-02-04,5.480000019073486,5.590000152587891,5.449999809265137,5.510000228881836,266600
2025-02-05,5.539999961853027,5.800000190734863,5.510000228881836,5.690000057220459,261200
2025-02-06,5.690000057220459,5.769999980926514,5.639999866485596,5.690000057220459,286600
2025-02-07,5.659999847412109,5.699999809265137,5.510000228881836,5.519999980926514,233900
2025-02-10,5.550000190734863,5.619999885559082,5.460000038146973,5.599999904632568,309100
2025-02-11,5.510000228881836,5.559999942779541,5.480000019073486,5.5,249100
2025-02-12,5.440000057220459,5.559999942779541,5.380000114440918,5.480000019073486,305800
2025-02-13,5.519999980926514,5.619999885559082,5.429999828338623,5.579999923706055,297800
2025-02-14,5.650000095367432,5.960000038146973,5.619999885559082,5.869999885559082,543600
2025-02-18,5.96999979019165,6.059999942779541,5.789999961853027,5.909999847412109,525900
2025-02-19,5.940000057220459,5.940000057220459,5.679999828338623,5.840000152587891,714500
2025-02-20,5.860000133514404,5.860000133514404,5.550000190734863,5.699999809265137,393900
2025-02-21,5.78000020980835,5.800000190734863,5.409999847412109,5.420000076293945,451900
2025-02-24,5.429999828338623,5.539999961853027,5.25,5.5,475200
2025-02-25,5.489999771118164,5.519999980926514,5.340000152587891,5.440000057220459,326600
2025-02-26,5.5,5.789999961853027,5.440000057220459,5.659999847412109,351100
2025-02-27,5.659999847412109,5.699999809265137,5.429999828338623,5.440000057220459,404900
2025-02-28,5.429999828338623,5.679999828338623,5.429999828338623,5.639999866485596,429000
