Date,Open,High,Low,Close,Volume
2025-04-21,24.5,24.5,21.059999465942383,21.729999542236328,2210400.0
2025-04-22,22.235000610351562,24.649999618530273,22.235000610351562,23.3799991607666,2629800.0
2025-04-23,23.799999237060547,24.760000228881836,21.334999084472656,21.950000762939453,2087000.0
2025-04-24,22.219999313354492,23.5,21.799999237060547,22.579999923706055,1578900.0
2025-04-25,22.600000381469727,23.110000610351562,21.799999237060547,22.799999237060547,1188000.0
2025-04-28,22.799999237060547,24.200000762939453,22.149999618530273,23.0,1270800.0
2025-04-29,22.950000762939453,23.260000228881836,21.549999237060547,22.06999969482422,1182600.0
2025-04-30,21.799999237060547,23.53499984741211,21.149999618530273,23.110000610351562,1168200.0
2025-05-01,23.219999313354492,25.639999389648438,22.55299949645996,23.360000610351562,1456300.0
2025-05-02,23.360000610351562,24.239999771118164,22.719999313354492,22.940000534057617,870200.0
2025-05-05,22.760000228881836,23.399999618530273,22.389999389648438,23.049999237060547,537400.0
2025-05-06,23.0,23.25,22.489999771118164,23.149999618530273,429300.0
2025-05-07,22.739999771118164,26.600000381469727,22.639999389648438,25.239999771118164,2401100.0
2025-05-08,25.350000381469727,25.350000381469727,23.25,23.56999969482422,1129600.0
2025-05-09,24.299999237060547,25.5,23.899999618530273,24.34000015258789,1330700.0
2025-05-12,25.0,25.06399917602539,23.81999969482422,24.540000915527344,1021200.0
2025-05-13,24.559999465942383,24.8799991607666,23.809999465942383,24.18000030517578,847600.0
2025-05-14,24.299999237060547,24.850000381469727,23.31399917602539,23.360000610351562,915400.0
2025-05-15,23.190000534057617,23.56999969482422,22.666000366210938,23.209999084472656,374900.0
2025-05-16,23.170000076293945,25.040000915527344,23.149999618530273,23.799999237060547,1360200.0
2025-05-19,23.719999313354492,27.489999771118164,23.37299919128418,25.81999969482422,1635300.0
2025-05-20,23.34000015258789,24.332000732421875,22.889999389648438,23.010000228881836,2633500.0
2025-05-21,23.100000381469727,23.350000381469727,22.5,22.729999542236328,798300.0
2025-05-22,22.75,23.68000030517578,22.649999618530273,23.56999969482422,633600.0
2025-05-23,23.0,23.290000915527344,22.75,23.110000610351562,335800.0
2025-05-27,23.25,23.25,21.760000228881836,22.0,1301800.0
2025-05-28,22.0,22.190000534057617,21.3700008392334,21.5,500500.0
2025-05-29,21.5,22.520000457763672,21.149999618530273,22.31999969482422,831000.0
2025-05-30,19.489999771118164,20.25,17.059999465942383,18.309999465942383,3095800.0
2025-06-02,18.649999618530273,19.799999237060547,17.799999237060547,19.75,1657100.0
2025-06-03,18.920000076293945,19.200000762939453,18.260000228881836,18.670000076293945,1345400.0
2025-06-04,18.760000228881836,18.760000228881836,17.809999465942383,18.09000015258789,1684200.0
2025-06-05,17.815000534057617,17.815000534057617,16.055999755859375,16.190000534057617,2830700.0
2025-06-06,16.100000381469727,17.041000366210938,15.902000427246094,16.790000915527344,1712700.0
2025-06-09,16.5,16.649999618530273,14.720000267028809,14.770000457763672,3012900.0
2025-06-10,14.609999656677246,14.670000076293945,13.704000473022461,14.40999984741211,1868700.0
2025-06-11,14.460000038146973,14.75,13.069999694824219,13.170000076293945,2727800.0
2025-06-12,13.119999885559082,13.319999694824219,12.529999732971191,12.670000076293945,2834300.0
2025-06-13,12.460000038146973,12.829999923706055,12.156000137329102,12.420000076293945,1610500.0
2025-06-16,12.449999809265137,12.789999961853027,11.819999694824219,12.670000076293945,1586000.0
2025-06-17,12.880000114440918,14.050000190734863,12.678000450134277,13.029999732971191,2352600.0
2025-06-18,13.0,13.569999694824219,12.75,13.210000038146973,941700.0
2025-06-20,13.270000457763672,13.880000114440918,12.899999618530273,13.239999771118164,1142800.0
2025-06-23,13.109999656677246,13.180000305175781,12.220000267028809,12.890000343322754,917800.0
2025-06-24,12.979999542236328,13.210000038146973,12.6899995803833,12.819999694824219,603600.0
2025-06-25,12.75,12.845000267028809,12.180000305175781,12.520000457763672,830100.0
2025-06-26,12.510000228881836,13.300000190734863,12.25,13.100000381469727,930300.0
2025-06-27,13.270000457763672,13.880000114440918,13.09000015258789,13.3100004196167,1952000.0
2025-06-30,13.614999771118164,15.350000381469727,13.59000015258789,15.130000114440918,2727000.0
2025-07-01,15.149999618530273,15.194999694824219,13.720000267028809,13.75,1694600.0
2025-07-02,14.260000228881836,14.460000038146973,13.680000305175781,14.350000381469727,1052100.0
2025-07-03,14.550000190734863,15.128999710083008,14.3100004196167,15.039999961853027,966000.0
2025-07-07,15.0,15.039999961853027,14.3100004196167,14.510000228881836,795800.0
2025-07-08,14.550000190734863,15.880000114440918,14.300000190734863,15.880000114440918,1208800.0
2025-07-09,15.850000381469727,15.979999542236328,14.899999618530273,15.460000038146973,849700.0
2025-07-10,15.479999542236328,15.644000053405762,14.880000114440918,14.880000114440918,775300.0
2025-07-11,14.739999771118164,14.795999526977539,14.079999923706055,14.369999885559082,844500.0
2025-07-14,14.25,14.609999656677246,14.199999809265137,14.529999732971191,351600.0
2025-07-15,14.739999771118164,14.739999771118164,13.680000305175781,13.729999542236328,748700.0
2025-07-16,13.875,14.25,13.699999809265137,14.180000305175781,519500.0
2025-07-17,14.210000038146973,14.460000038146973,14.0,14.319999694824219,311725.0
